W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,T8
-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,-2.33,4.65,-2.47,2.13,-2.23,1.95,6.98,0
-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,-2.33,4.65,-2.47,2.13,-2.23,1.95,0
0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,-2.33,4.65,-2.47,2.13,-2.23,0
0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,-2.33,4.65,-2.47,2.13,0
-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,-2.33,4.65,-2.47,0
2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,-2.33,4.65,0
-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,-2.33,0
5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,4.09,0
-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0.51,0
-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,-4.13,0
-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,-4.4,0
-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,2.28,0
0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0.03,0
2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,2.94,0
0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,-0.48,1
0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,-3.22,1
-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,0.88,1
0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,2.99,1
-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,-1.05,1
1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,-0.08,1
1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,-1.52,1
1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,0.39,1
-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,0.51,1
-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,-1.55,1
4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,2.45,1
0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,-3.51,0
-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,5.95,0
5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,-8.49,0
3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,-2.54,0
-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,-2.37,0
-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,-0.93,1
-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,0.31,1
0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,2.05,1
0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,0.8,1
-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,0.16,1
-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,-0.92,1
-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0.53,0
2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,-6.67,0
-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,1.85,0
0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,1.36,0
1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,1.8,0
3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,-0.05,0
-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,-1.92,0
-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,4.24,1
-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,0.93,0
-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,-1.55,1
-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,5.05,1
-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,3.36,1
2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,-2.06,1
-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,-0.97,1
1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,-0.96,1
-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,0.46,1
1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,0.53,1
1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,-1.69,1
-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,-2.42,1
0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,-0.09,1
1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,2.55,1
-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,-0.47,1
1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,0.96,1
0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1.23,1
-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,3.6,1
2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,-2.25,1
-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,-0.37,1
0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,-1.43,1
2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,-1.2,0
-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,-0.66,0
4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,-3.78,0
0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,2.13,0
3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,-1.24,0
-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,1.36,0
-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,-0.22,0
1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,1.42,1
3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1.15,0
-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,-2.27,1
2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,0.86,1
-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1.07,1
0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,-0.74,1
-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1.75,1
-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,0.19,1
3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,-0.83,1
1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,2.92,1
1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,-4.76,1
-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,0.83,1
0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,2.96,1
0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,-3.02,1
2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,4.39,1
2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,0.19,1
0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,3.09,1
0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,-1.04,1
0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,-2.2,0
1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,1.65,1
5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,3.99,0
-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,-9.78,0
3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,2.92,0
2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,-6.74,0
-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0.98,0
-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,-1.45,0
1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,-1.84,1
-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,3.46,0
-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1.42,0
4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,1.76,1
-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,-0.31,0
-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0.19,0
4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0.29,0
0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,2,0
-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,2.08,0
1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,0.44,0
0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0.66,1
-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0.56,0
-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,1.48,0
2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,5.74,0
0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,-0.98,0
-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,3.54,1
2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,2.04,0
-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,-2.85,0
3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,-0.73,1
-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1.31,1
0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,-2.75,1
-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,-5.07,1
-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,4.68,0
0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,-3.9,0
0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,-1.88,1
0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,4.41,0
-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0.05,0
-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,-0.6,0
2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,1.64,0
2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0.61,0
-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,-1.58,0
1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,-3.66,0
-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,2.71,0
-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,0.57,0
0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,-2.43,1
-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,2.04,1
-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,-3.89,1
3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,3.54,1
-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,-2.31,1
-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,0.03,1
-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,-0.49,1
0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,-0.08,1
-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0.95,1
2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0.64,0
5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0.46,0
4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,-2.02,0
0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,-0.19,0
0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,2.02,0
-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,2.98,0
-1.07,-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,-0.51,1
1.91,-1.07,-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,1.8,1
-2.03,1.91,-1.07,-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,-5.23,0
-2.13,-2.03,1.91,-1.07,-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,-1.39,0
1.62,-2.13,-2.03,1.91,-1.07,-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0.71,0
-4.61,1.62,-2.13,-2.03,1.91,-1.07,-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,-1.95,0
2.49,-4.61,1.62,-2.13,-2.03,1.91,-1.07,-0.35,0.31,0.11,4.37,5.9,2.01,-1.13,0.86,-2.34,-2.78,-1.17,3.55,-0.82,0
